100,4.401591491699219
200,5.238121414184571
100,4.401591491699219
200,5.238121414184571
300,5.223747253417969
400,2.9693476359049478
500,4.061104244656033
600,4.434214782714844
700,2.479684829711914
800,4.861757596333821
900,3.436533292134603
1000,4.267008039686415
1100,4.169594764709473
1200,6.717840576171875
1300,5.531834602355957
1400,3.7804781595865884
1500,5.116340160369873
1600,3.6836681365966797
1700,4.374724706013997
1800,5.980262756347656
1900,6.015399551391601
2000,4.782585779825847
2100,5.036940097808838
2200,3.559279441833496
2300,2.9813690185546875
2400,4.443320083618164
